"index_id";"date";"open";"high";"low";"close";"adjClose";"volume";"unadjustedVolume";"change";"changePercentage";"vwap";"changeOverTime"
100881783200940536;"2022-01-03 00:00:00";4778.14;4796.64;4758.17;4796.56;4796.56;3831020000;3831020000;18.42;0.3855;4783.79;0.0
100881783200940536;"2022-01-04 00:00:00";4804.51;4818.62;4774.27;4793.54;4793.54;4683170000;4683170000;-10.97;-0.2283;4795.48;0.0
100881783200940536;"2022-01-05 00:00:00";4787.99;4797.7;4699.44;4700.58;4700.58;4887960000;4887960000;-87.41;-1.83;4732.57;-0.02
100881783200940536;"2022-01-06 00:00:00";4693.39;4725.01;4671.26;4696.05;4696.05;4295280000;4295280000;2.66;0.0567;4697.44;0.0
100881783200940536;"2022-01-07 00:00:00";4697.66;4707.95;4662.74;4677.03;4677.03;4181510000;4181510000;-20.63;-0.4392;4682.57;0.0
100881783200940536;"2022-01-10 00:00:00";4655.34;4673.02;4582.24;4670.29;4670.29;4511810000;4511810000;14.95;0.3211;4641.85;0.0
100881783200940536;"2022-01-11 00:00:00";4669.14;4714.13;4638.27;4713.07;4713.07;4101590000;4101590000;43.93;0.9409;4688.49;0.01
100881783200940536;"2022-01-12 00:00:00";4728.59;4748.83;4706.71;4726.35;4726.35;4048220000;4048220000;-2.24;-0.0474;4727.3;0.0
100881783200940536;"2022-01-13 00:00:00";4733.56;4744.13;4650.29;4659.03;4659.03;4251730000;4251730000;-74.53;-1.57;4684.48;-0.02
100881783200940536;"2022-01-14 00:00:00";4637.99;4665.13;4614.75;4662.85;4662.85;4338490000;4338490000;24.86;0.536;4647.58;0.01
100881783200940536;"2022-01-18 00:00:00";4632.24;4632.24;4568.7;4577.11;4577.11;4748700000;4748700000;-55.13;-1.19;4592.68;-0.01
100881783200940536;"2022-01-19 00:00:00";4588.03;4611.55;4530.2;4532.76;4532.76;4465740000;4465740000;-55.27;-1.2;4558.17;-0.01
100881783200940536;"2022-01-20 00:00:00";4547.35;4602.11;4477.95;4482.73;4482.73;4640870000;4640870000;-64.62;-1.42;4520.93;-0.01
100881783200940536;"2022-01-21 00:00:00";4471.38;4494.52;4395.34;4397.94;4397.94;5589100000;5589100000;-73.44;-1.64;4429.27;-0.02
100881783200940536;"2022-01-24 00:00:00";4356.32;4417.35;4222.62;4410.13;4410.13;6928110000;6928110000;53.81;1.24;4350.03;0.01
100881783200940536;"2022-01-25 00:00:00";4366.64;4411.01;4287.11;4356.45;4356.45;5145050000;5145050000;-10.19;-0.2334;4351.52;0.0
100881783200940536;"2022-01-26 00:00:00";4408.43;4453.23;4304.8;4349.93;4349.93;5570640000;5570640000;-58.5;-1.33;4369.32;-0.01
100881783200940536;"2022-01-27 00:00:00";4380.58;4428.74;4309.5;4326.51;4326.51;5214200000;5214200000;-54.07;-1.23;4354.92;-0.01
100881783200940536;"2022-01-28 00:00:00";4336.19;4432.72;4292.46;4431.85;4431.85;5031090000;5031090000;95.66;2.21;4385.68;0.02
100881783200940536;"2022-01-31 00:00:00";4431.79;4516.89;4414.02;4515.55;4515.55;5098610000;5098610000;83.76;1.89;4482.15;0.02
100881783200940536;"2022-02-01 00:00:00";4519.57;4550.49;4483.53;4546.54;4546.54;4816830000;4816830000;26.97;0.5967;4526.85;0.01
100881783200940536;"2022-02-02 00:00:00";4566.39;4595.31;4544.32;4589.38;4589.38;4481580000;4481580000;22.99;0.5035;4576.34;0.01
100881783200940536;"2022-02-03 00:00:00";4535.41;4542.88;4470.39;4477.44;4477.44;4401970000;4401970000;-57.97;-1.28;4496.9;-0.01
100881783200940536;"2022-02-04 00:00:00";4482.79;4539.66;4451.5;4500.53;4500.53;4706290000;4706290000;17.74;0.3957;4497.23;0.0
100881783200940536;"2022-02-07 00:00:00";4505.75;4521.86;4471.47;4483.87;4483.87;4228480000;4228480000;-21.88;-0.4856;4492.4;0.0
100881783200940536;"2022-02-08 00:00:00";4480.02;4531.32;4465.4;4521.54;4521.54;4459620000;4459620000;41.52;0.9268;4506.09;0.01
100881783200940536;"2022-02-09 00:00:00";4547.0;4590.03;4547.0;4587.18;4587.18;4524350000;4524350000;40.18;0.8837;4574.74;0.01
100881783200940536;"2022-02-10 00:00:00";4553.24;4588.92;4484.31;4504.08;4504.08;5314860000;5314860000;-49.16;-1.08;4525.77;-0.01
100881783200940536;"2022-02-11 00:00:00";4506.27;4526.33;4401.41;4418.64;4418.64;5251500000;5251500000;-87.63;-1.94;4448.79;-0.02
100881783200940536;"2022-02-14 00:00:00";4412.61;4426.22;4364.84;4401.67;4401.67;4600390000;4600390000;-10.94;-0.2479;4397.58;0.0
100881783200940536;"2022-02-15 00:00:00";4429.28;4472.77;4429.28;4471.07;4471.07;4430830000;4430830000;41.79;0.9435;4457.71;0.01
100881783200940536;"2022-02-16 00:00:00";4455.75;4489.55;4429.68;4475.01;4475.01;4283640000;4283640000;19.26;0.4323;4464.75;0.0
100881783200940536;"2022-02-17 00:00:00";4456.06;4456.06;4373.81;4380.26;4380.26;4539420000;4539420000;-75.8;-1.7;4403.38;-0.02
100881783200940536;"2022-02-18 00:00:00";4384.57;4394.6;4327.22;4348.87;4348.87;4708060000;4708060000;-35.7;-0.8142;4356.9;-0.01
100881783200940536;"2022-02-22 00:00:00";4332.74;4362.12;4267.11;4304.76;4304.76;5121900000;5121900000;-27.98;-0.6458;4311.33;-0.01
100881783200940536;"2022-02-23 00:00:00";4324.93;4341.51;4221.51;4225.5;4225.5;4797430000;4797430000;-99.43;-2.3;4262.84;-0.02
100881783200940536;"2022-02-24 00:00:00";4155.77;4294.73;4114.65;4288.7;4288.7;6752130000;6752130000;132.93;3.2;4232.69;0.03
100881783200940536;"2022-02-25 00:00:00";4298.38;4385.34;4286.83;4384.65;4384.65;5177060000;5177060000;86.27;2.01;4352.27;0.02
100881783200940536;"2022-02-28 00:00:00";4354.17;4388.84;4315.12;4373.94;4373.94;6071370000;6071370000;19.77;0.4541;4359.3;0.0
100881783200940536;"2022-03-01 00:00:00";4363.14;4378.45;4279.54;4306.26;4306.26;5846230000;5846230000;-56.88;-1.3;4321.42;-0.01
100881783200940536;"2022-03-02 00:00:00";4322.56;4401.48;4322.56;4386.54;4386.54;5337870000;5337870000;63.98;1.48;4370.19;0.01
100881783200940536;"2022-03-03 00:00:00";4401.31;4416.78;4345.56;4363.49;4363.49;5039890000;5039890000;-37.82;-0.8593;4375.28;-0.01
100881783200940536;"2022-03-04 00:00:00";4342.12;4342.12;4284.98;4328.87;4328.87;5797380000;5797380000;-13.25;-0.3052;4318.66;0.0
100881783200940536;"2022-03-07 00:00:00";4327.01;4327.01;4199.85;4201.09;4201.09;6940470000;6940470000;-125.92;-2.91;4242.65;-0.03
100881783200940536;"2022-03-08 00:00:00";4202.66;4276.94;4157.87;4170.7;4170.7;7243120000;7243120000;-31.96;-0.7605;4201.84;-0.01
100881783200940536;"2022-03-09 00:00:00";4223.1;4299.4;4223.1;4277.88;4277.88;5662670000;5662670000;54.78;1.3;4266.79;0.01
100881783200940536;"2022-03-10 00:00:00";4252.55;4268.28;4209.8;4259.52;4259.52;4980830000;4980830000;6.97;0.1639;4245.87;0.0
100881783200940536;"2022-03-11 00:00:00";4279.5;4291.01;4200.49;4204.31;4204.31;4938640000;4938640000;-75.19;-1.76;4231.94;-0.02
100881783200940536;"2022-03-14 00:00:00";4202.75;4247.57;4161.72;4173.11;4173.11;5574920000;5574920000;-29.64;-0.7053;4194.13;-0.01
100881783200940536;"2022-03-15 00:00:00";4188.82;4271.05;4187.9;4262.45;4262.45;5392470000;5392470000;73.63;1.76;4240.47;0.02
100881783200940536;"2022-03-16 00:00:00";4288.14;4358.9;4251.99;4357.86;4357.86;6309750000;6309750000;69.72;1.63;4322.92;0.02
100881783200940536;"2022-03-17 00:00:00";4345.11;4412.67;4335.65;4411.67;4411.67;4985090000;4985090000;66.56;1.53;4386.66;0.02
100881783200940536;"2022-03-18 00:00:00";4407.34;4465.4;4390.57;4463.12;4463.12;8278430000;8278430000;55.78;1.27;4439.7;0.01
100881783200940536;"2022-03-21 00:00:00";4462.4;4481.75;4424.3;4461.18;4461.18;4869820000;4869820000;-1.22;-0.0273;4455.74;0.0
100881783200940536;"2022-03-22 00:00:00";4469.1;4522.0;4469.1;4511.61;4511.61;4754840000;4754840000;42.51;0.9512;4500.9;0.01
100881783200940536;"2022-03-23 00:00:00";4493.1;4501.07;4455.81;4456.24;4456.24;4550670000;4550670000;-36.86;-0.8204;4471.04;-0.01
100881783200940536;"2022-03-24 00:00:00";4469.98;4520.58;4465.17;4520.16;4520.16;4131390000;4131390000;50.18;1.12;4501.97;0.01
100881783200940536;"2022-03-25 00:00:00";4522.91;4546.03;4501.07;4543.06;4543.06;4305020000;4305020000;20.15;0.4455;4530.05;0.0
100881783200940536;"2022-03-28 00:00:00";4541.09;4575.65;4517.69;4575.52;4575.52;4312260000;4312260000;34.43;0.7582;4556.29;0.01
100881783200940536;"2022-03-29 00:00:00";4602.86;4637.3;4589.66;4631.6;4631.6;5085910000;5085910000;28.74;0.6244;4619.52;0.01
100881783200940536;"2022-03-30 00:00:00";4624.2;4627.77;4581.32;4602.45;4602.45;4385570000;4385570000;-21.75;-0.4704;4603.85;0.0
100881783200940536;"2022-03-31 00:00:00";4599.02;4603.07;4530.41;4530.41;4530.41;4823020000;4823020000;-68.61;-1.49;4554.63;-0.01
100881783200940536;"2022-04-01 00:00:00";4540.32;4548.7;4507.57;4545.86;4545.86;4562940000;4562940000;5.54;0.122;4534.04;0.0
100881783200940536;"2022-04-04 00:00:00";4547.97;4583.5;4539.21;4582.64;4582.64;4547350000;4547350000;34.67;0.7623;4568.45;0.01
100881783200940536;"2022-04-05 00:00:00";4572.45;4593.45;4514.17;4525.12;4525.12;4800620000;4800620000;-47.33;-1.04;4544.25;-0.01
100881783200940536;"2022-04-06 00:00:00";4494.17;4503.94;4450.04;4481.15;4481.15;4986830000;4986830000;-13.02;-0.2897;4478.38;0.0
100881783200940536;"2022-04-07 00:00:00";4474.65;4521.16;4450.3;4500.21;4500.21;4821490000;4821490000;25.56;0.5712;4490.56;0.01
100881783200940536;"2022-04-08 00:00:00";4494.15;4520.41;4474.6;4488.28;4488.28;4083200000;4083200000;-5.87;-0.1306;4494.43;0.0
100881783200940536;"2022-04-11 00:00:00";4462.64;4464.35;4408.38;4412.53;4412.53;4266290000;4266290000;-50.11;-1.12;4428.42;-0.01
100881783200940536;"2022-04-12 00:00:00";4437.59;4471.0;4381.34;4397.45;4397.45;4152090000;4152090000;-40.14;-0.9046;4416.6;-0.01
100881783200940536;"2022-04-13 00:00:00";4394.3;4453.92;4392.7;4446.59;4446.59;3828150000;3828150000;52.29;1.19;4431.07;0.01
100881783200940536;"2022-04-14 00:00:00";4449.12;4460.46;4390.77;4392.59;4392.59;4083090000;4083090000;-56.53;-1.27;4414.61;-0.01
100881783200940536;"2022-04-18 00:00:00";4385.63;4410.31;4370.3;4391.69;4391.69;3910490000;3910490000;6.06;0.1382;4390.77;0.0
100881783200940536;"2022-04-19 00:00:00";4390.63;4471.03;4390.63;4462.21;4462.21;4108120000;4108120000;71.58;1.63;4441.29;0.02
100881783200940536;"2022-04-20 00:00:00";4472.26;4488.29;4448.76;4459.45;4459.45;4290450000;4290450000;-12.81;-0.2864;4465.5;0.0
100881783200940536;"2022-04-21 00:00:00";4489.17;4512.94;4384.47;4393.66;4393.66;4636890000;4636890000;-95.51;-2.13;4430.36;-0.02
100881783200940536;"2022-04-22 00:00:00";4385.83;4385.83;4267.62;4271.78;4271.78;4651940000;4651940000;-114.05;-2.6;4308.41;-0.03
100881783200940536;"2022-04-25 00:00:00";4255.34;4299.02;4200.82;4296.12;4296.12;5240040000;5240040000;40.78;0.9583;4265.32;0.01
100881783200940536;"2022-04-26 00:00:00";4278.14;4278.14;4175.04;4175.2;4175.2;4689970000;4689970000;-102.94;-2.41;4209.46;-0.02
100881783200940536;"2022-04-27 00:00:00";4186.52;4240.71;4162.9;4183.96;4183.96;4769680000;4769680000;-2.56;-0.0611;4195.86;0.0
100881783200940536;"2022-04-28 00:00:00";4222.58;4308.45;4188.63;4287.5;4287.5;4854180000;4854180000;64.92;1.54;4261.53;0.02
100881783200940536;"2022-04-29 00:00:00";4253.75;4269.68;4124.28;4131.93;4131.93;5084030000;5084030000;-121.82;-2.86;4175.3;-0.03
100881783200940536;"2022-05-02 00:00:00";4130.61;4169.81;4062.51;4155.38;4155.38;5163790000;5163790000;24.77;0.5997;4129.23;0.01
100881783200940536;"2022-05-03 00:00:00";4159.78;4200.1;4147.08;4175.48;4175.48;4582050000;4582050000;15.7;0.3774;4174.22;0.0
100881783200940536;"2022-05-04 00:00:00";4181.18;4307.66;4148.91;4300.17;4300.17;5136360000;5136360000;118.99;2.85;4252.25;0.03
100881783200940536;"2022-05-05 00:00:00";4270.43;4270.43;4106.01;4146.87;4146.87;5077030000;5077030000;-123.56;-2.89;4174.44;-0.03
100881783200940536;"2022-05-06 00:00:00";4128.17;4157.69;4067.91;4123.34;4123.34;5116940000;5116940000;-4.83;-0.117;4116.31;0.0
100881783200940536;"2022-05-09 00:00:00";4081.27;4081.27;3975.48;3991.24;3991.24;5954520000;5954520000;-90.03;-2.21;4016.0;-0.02
100881783200940536;"2022-05-10 00:00:00";4035.18;4068.82;3958.17;4001.05;4001.05;5885820000;5885820000;-34.13;-0.8458;4009.35;-0.01
100881783200940536;"2022-05-11 00:00:00";3990.08;4049.09;3928.82;3935.18;3935.18;5816140000;5816140000;-54.9;-1.38;3971.03;-0.01
100881783200940536;"2022-05-12 00:00:00";3903.95;3964.8;3858.87;3930.08;3930.08;6286450000;6286450000;26.13;0.6693;3917.92;0.01
100881783200940536;"2022-05-13 00:00:00";3963.9;4038.88;3963.9;4023.89;4023.89;5183340000;5183340000;59.99;1.51;4008.89;0.02
100881783200940536;"2022-05-16 00:00:00";4013.02;4046.46;3983.99;4008.01;4008.01;4415030000;4415030000;-5.01;-0.1248;4012.82;0.0
100881783200940536;"2022-05-17 00:00:00";4052.0;4090.72;4033.93;4088.85;4088.85;4841410000;4841410000;36.85;0.9094;4071.17;0.01
100881783200940536;"2022-05-18 00:00:00";4051.98;4051.98;3911.91;3923.68;3923.68;5103220000;5103220000;-128.3;-3.17;3962.52;-0.03
100881783200940536;"2022-05-19 00:00:00";3899.0;3945.96;3876.58;3900.79;3900.79;5113550000;5113550000;1.79;0.0459;3907.78;0.0
100881783200940536;"2022-05-20 00:00:00";3927.76;3943.42;3810.32;3901.36;3901.36;5130730000;5130730000;-26.4;-0.6721;3885.03;-0.01
100881783200940536;"2022-05-23 00:00:00";3919.42;3981.88;3909.04;3973.75;3973.75;4420030000;4420030000;54.33;1.39;3954.89;0.01
100881783200940536;"2022-05-24 00:00:00";3942.94;3955.68;3875.13;3941.48;3941.48;4923190000;4923190000;-1.46;-0.037;3924.1;0.0
100881783200940536;"2022-05-25 00:00:00";3929.59;3999.33;3925.03;3978.73;3978.73;4802560000;4802560000;49.14;1.25;3967.7;0.01
100881783200940536;"2022-05-26 00:00:00";3984.6;4075.14;3984.6;4057.84;4057.84;4709970000;4709970000;73.24;1.84;4039.19;0.02
100881783200940536;"2022-05-27 00:00:00";4077.43;4158.49;4077.43;4158.24;4158.24;4375620000;4375620000;80.81;1.98;4131.39;0.02
100881783200940536;"2022-05-31 00:00:00";4151.09;4168.34;4104.88;4132.15;4132.15;6822640000;6822640000;-18.94;-0.4563;4135.12;0.0
100881783200940536;"2022-06-01 00:00:00";4149.78;4166.54;4073.85;4101.23;4101.23;4531800000;4531800000;-48.55;-1.17;4113.87;-0.01
100881783200940536;"2022-06-02 00:00:00";4095.41;4177.51;4074.37;4176.82;4176.82;4405790000;4405790000;81.41;1.99;4142.9;0.02
100881783200940536;"2022-06-03 00:00:00";4137.57;4142.67;4098.67;4108.54;4108.54;3711110000;3711110000;-29.03;-0.7016;4116.63;-0.01
100881783200940536;"2022-06-06 00:00:00";4134.72;4168.78;4109.18;4121.43;4121.43;4332700000;4332700000;-13.29;-0.3214;4133.13;0.0
100881783200940536;"2022-06-07 00:00:00";4096.47;4164.86;4080.19;4160.68;4160.68;4248210000;4248210000;64.21;1.57;4135.24;0.02
100881783200940536;"2022-06-08 00:00:00";4147.12;4160.14;4107.2;4115.77;4115.77;4159470000;4159470000;-31.35;-0.756;4127.7;-0.01
100881783200940536;"2022-06-09 00:00:00";4101.65;4119.1;4017.17;4017.82;4017.82;4134170000;4134170000;-83.83;-2.04;4051.36;-0.02
100881783200940536;"2022-06-10 00:00:00";3974.39;3974.39;3900.16;3900.86;3900.86;4889640000;4889640000;-73.53;-1.85;3925.14;-0.02
100881783200940536;"2022-06-13 00:00:00";3838.15;3838.15;3734.3;3749.63;3749.63;5636890000;5636890000;-88.52;-2.31;3774.03;-0.02
100881783200940536;"2022-06-14 00:00:00";3763.52;3778.18;3705.68;3735.48;3735.48;5153890000;5153890000;-28.04;-0.7451;3739.78;-0.01
100881783200940536;"2022-06-15 00:00:00";3764.05;3837.56;3722.3;3789.99;3789.99;5530480000;5530480000;25.94;0.6892;3783.28;0.01
100881783200940536;"2022-06-16 00:00:00";3728.18;3728.18;3639.77;3666.77;3666.77;5644930000;5644930000;-61.41;-1.65;3678.24;-0.02
100881783200940536;"2022-06-17 00:00:00";3665.9;3707.71;3636.87;3674.84;3674.84;8520740000;8520740000;8.94;0.2439;3673.14;0.0
100881783200940536;"2022-06-21 00:00:00";3715.31;3779.65;3715.31;3764.79;3764.79;5292260000;5292260000;49.48;1.33;3753.25;0.01
100881783200940536;"2022-06-22 00:00:00";3733.89;3801.79;3717.69;3759.89;3759.89;5058990000;5058990000;26.0;0.6963;3759.79;0.01
100881783200940536;"2022-06-23 00:00:00";3774.71;3802.58;3743.52;3795.73;3795.73;5098640000;5098640000;21.02;0.5569;3780.61;0.01
100881783200940536;"2022-06-24 00:00:00";3821.75;3913.65;3821.75;3911.74;3911.74;8120260000;8120260000;89.99;2.35;3882.38;0.02
100881783200940536;"2022-06-27 00:00:00";3920.76;3927.72;3889.66;3900.11;3900.11;4325310000;4325310000;-20.65;-0.5267;3905.83;-0.01
100881783200940536;"2022-06-28 00:00:00";3913.0;3945.86;3820.14;3821.55;3821.55;4270120000;4270120000;-91.45;-2.34;3862.52;-0.02
100881783200940536;"2022-06-29 00:00:00";3825.09;3836.5;3799.02;3818.83;3818.83;4211240000;4211240000;-6.26;-0.1637;3818.12;0.0
100881783200940536;"2022-06-30 00:00:00";3785.99;3818.99;3738.67;3785.38;3785.38;4840070000;4840070000;-0.61;-0.0161;3781.01;0.0
100881783200940536;"2022-07-01 00:00:00";3781.0;3829.82;3752.1;3825.33;3825.33;4046950000;4046950000;44.33;1.17;3802.42;0.01
100881783200940536;"2022-07-05 00:00:00";3792.61;3832.19;3742.06;3831.39;3831.39;5076590000;5076590000;38.78;1.02;3801.88;0.01
100881783200940536;"2022-07-06 00:00:00";3831.98;3870.91;3809.37;3845.08;3845.08;4417720000;4417720000;13.1;0.3419;3841.79;0.0
100881783200940536;"2022-07-07 00:00:00";3858.85;3910.63;3858.85;3902.62;3902.62;4057770000;4057770000;43.77;1.13;3890.7;0.01
100881783200940536;"2022-07-08 00:00:00";3888.26;3918.5;3869.34;3899.38;3899.38;3521620000;3521620000;11.12;0.286;3895.74;0.0
100881783200940536;"2022-07-11 00:00:00";3880.94;3880.94;3847.22;3854.43;3854.43;3423480000;3423480000;-26.51;-0.6831;3860.86;-0.01
100881783200940536;"2022-07-12 00:00:00";3851.95;3873.41;3802.36;3818.8;3818.8;3817210000;3817210000;-33.15;-0.8606;3831.52;-0.01
100881783200940536;"2022-07-13 00:00:00";3779.67;3829.44;3759.07;3801.78;3801.78;4109390000;4109390000;22.11;0.585;3796.76;0.01
100881783200940536;"2022-07-14 00:00:00";3763.99;3796.41;3721.56;3790.38;3790.38;4199690000;4199690000;26.39;0.7011;3769.45;0.01
100881783200940536;"2022-07-15 00:00:00";3818.0;3863.62;3817.18;3863.16;3863.16;4143800000;4143800000;45.16;1.18;3847.99;0.01
100881783200940536;"2022-07-18 00:00:00";3883.79;3902.44;3818.63;3830.85;3830.85;4046870000;4046870000;-52.94;-1.36;3850.64;-0.01
100881783200940536;"2022-07-19 00:00:00";3860.73;3939.81;3860.73;3936.69;3936.69;4041070000;4041070000;75.96;1.97;3912.41;0.02
100881783200940536;"2022-07-20 00:00:00";3935.32;3974.13;3922.03;3959.9;3959.9;4185300000;4185300000;24.58;0.6246;3952.02;0.01
100881783200940536;"2022-07-21 00:00:00";3955.47;3999.29;3927.64;3998.95;3998.95;4132790000;4132790000;43.48;1.1;3975.29;0.01
100881783200940536;"2022-07-22 00:00:00";3998.43;4012.44;3938.86;3961.63;3961.63;3979240000;3979240000;-36.8;-0.9204;3970.98;-0.01
100881783200940536;"2022-07-25 00:00:00";3965.72;3975.3;3943.46;3966.84;3966.84;3568340000;3568340000;1.12;0.0282;3961.87;0.0
100881783200940536;"2022-07-26 00:00:00";3953.22;3953.22;3910.74;3921.05;3921.05;3778950000;3778950000;-32.17;-0.8138;3928.34;-0.01
100881783200940536;"2022-07-27 00:00:00";3951.43;4039.56;3951.43;4023.61;4023.61;4112180000;4112180000;72.18;1.83;4004.87;0.02
100881783200940536;"2022-07-28 00:00:00";4026.13;4078.95;3992.97;4072.43;4072.43;4413000000;4413000000;46.3;1.15;4048.12;0.01
100881783200940536;"2022-07-29 00:00:00";4087.33;4140.15;4079.22;4130.29;4130.29;4616360000;4616360000;42.96;1.05;4116.55;0.01
100881783200940536;"2022-08-01 00:00:00";4112.38;4144.95;4096.02;4118.63;4118.63;4202810000;4202810000;6.25;0.152;4119.87;0.0
100881783200940536;"2022-08-02 00:00:00";4104.21;4140.47;4079.81;4091.19;4091.19;4727710000;4727710000;-13.02;-0.3172;4103.82;0.0
100881783200940536;"2022-08-03 00:00:00";4107.96;4167.66;4107.96;4155.17;4155.17;4351760000;4351760000;47.21;1.15;4143.6;0.01
100881783200940536;"2022-08-04 00:00:00";4154.85;4161.29;4135.42;4151.94;4151.94;4283320000;4283320000;-2.91;-0.07;4149.55;0.0
100881783200940536;"2022-08-05 00:00:00";4115.87;4151.58;4107.31;4145.19;4145.19;4085940000;4085940000;29.32;0.7124;4134.69;0.01
