"id";"commodityName";"symbol"
100881783200940541;"Copper";"HGUSD"
100881783200940542;"Crude Oil";"CLUSD"
100881783200940543;"Gold Futures";"GCUSD"
100881783200940544;"Silver Futures";"SIUSD"
100881783200940545;"Natural Gas";"NGUSD"
